Channel,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Taxes
Parkway Plaza,K9 Granola Factory,16,$110.99 ,0,$0.00 ,($10.72),$100.27 ,$7.52 
Parkway Plaza,KOHA,6,$25.94 ,0,$0.00 ,$0.00 ,$25.94 ,$1.94 
Parkway Plaza,Kennel Master,7,$177.93 ,0,$0.00 ,$0.00 ,$177.93 ,$13.35 
Parkway Plaza,Kitty Boinks,4,$3.96 ,0,$0.00 ,($0.30),$3.66 ,$0.27 
Parkway Plaza,Kong,31,$400.69 ,0,$0.00 ,($15.98),$384.71 ,$28.86 
Parkway Plaza,Lambwolf,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.25 
Parkway Plaza,Lotus,1,$2.99 ,0,$0.00 ,$0.00 ,$2.99 ,$0.22 
Parkway Plaza,Lupine,37,$564.63 ,-4,($61.96),($21.70),$480.97 ,$36.06 
Parkway Plaza,MYOS,3,$119.97 ,0,$0.00 ,$0.00 ,$119.97 ,$9.00 
Parkway Plaza,Magic Cat Co,3,$36.97 ,0,$0.00 ,$0.00 ,$36.97 ,$2.78 
Parkway Plaza,Messy Mutts,11,$214.89 ,0,$0.00 ,$0.00 ,$214.89 ,$16.11 
Parkway Plaza,Midwest,6,$50.94 ,0,$0.00 ,$0.00 ,$50.94 ,$3.83 
Parkway Plaza,Moderna,6,$84.44 ,0,$0.00 ,($15.99),$68.45 ,$5.14 
Parkway Plaza,Mountain Dog,7,$176.93 ,0,$0.00 ,$0.00 ,$176.93 ,$13.28 
Parkway Plaza,Multipet,4,$53.96 ,0,$0.00 ,$0.00 ,$53.96 ,$4.04 
Parkway Plaza,My Perfect Pet,0,$0.00 ,-1,($34.99),$0.00 ,($34.99),($2.62)
Parkway Plaza,Nature Valley,13,$30.57 ,0,$0.00 ,$0.00 ,$30.57 ,$2.29 
Parkway Plaza,Natures Logic,65,"$2,983.55 ",-3,($142.97),($345.65),"$2,494.93 ",$187.10 
Parkway Plaza,Necoichi,5,$119.95 ,0,$0.00 ,($27.49),$92.46 ,$6.92 
Parkway Plaza,Nexderma,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.87 
Parkway Plaza,Nite Ize,1,$5.99 ,0,$0.00 ,$0.00 ,$5.99 ,$0.45 
Parkway Plaza,Nocciola,3,$68.97 ,0,$0.00 ,($12.00),$56.97 ,$4.27 
Parkway Plaza,Nugget's,2,$25.98 ,0,$0.00 ,$0.00 ,$25.98 ,$1.95 
Parkway Plaza,OC Raw,33,"$1,365.17 ",0,$0.00 ,($29.99),"$1,335.18 ",$100.15 
Parkway Plaza,Open Farm,198,"$4,364.32 ",0,$0.00 ,($109.48),"$4,254.84 ",$319.19 
Parkway Plaza,Outward Hound,12,$202.88 ,0,$0.00 ,$0.00 ,$202.88 ,$15.21 
Parkway Plaza,PawzNDogz,1,$59.99 ,0,$0.00 ,$0.00 ,$59.99 ,$4.50 
Parkway Plaza,Pet Adventures Worldwide,11,$142.89 ,0,$0.00 ,($4.99),$137.90 ,$10.33 
Parkway Plaza,Pet Pallet,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.37 
Parkway Plaza,Pet Releaf,6,$254.94 ,0,$0.00 ,($24.00),$230.94 ,$17.32 
Parkway Plaza,Petmate,23,$372.77 ,-1,($48.99),($27.49),$296.29 ,$22.21 
Parkway Plaza,Petsafe,7,$200.93 ,-1,($144.99),($3.00),$52.94 ,$3.95 
Parkway Plaza,Petsport,6,$61.94 ,0,$0.00 ,$0.00 ,$61.94 ,$4.64 
Parkway Plaza,Pill Buddies,4,$63.96 ,0,$0.00 ,$0.00 ,$63.96 ,$4.80 
Parkway Plaza,Playology,7,$102.93 ,0,$0.00 ,$0.00 ,$102.93 ,$7.72 
Parkway Plaza,Plush,13,$371.87 ,-4,($115.96),$0.00 ,$255.91 ,$19.21 
Parkway Plaza,Polka Dog,13,$225.87 ,0,$0.00 ,($14.00),$211.87 ,$15.89 
Parkway Plaza,Poochpad,1,$23.99 ,0,$0.00 ,$0.00 ,$23.99 ,$1.80 
Parkway Plaza,Portland Pet Foods,1,$6.99 ,0,$0.00 ,$0.00 ,$6.99 ,$0.52 
Parkway Plaza,Presido,2,$17.98 ,0,$0.00 ,$0.00 ,$17.98 ,$1.34 
Parkway Plaza,Primal,37,"$1,298.63 ",0,$0.00 ,($54.79),"$1,243.84 ",$93.31 
Parkway Plaza,Proden,2,$34.98 ,0,$0.00 ,$0.00 ,$34.98 ,$2.62 
Parkway Plaza,Puppy Cake,2,$30.98 ,0,$0.00 ,$0.00 ,$30.98 ,$2.33 
Parkway Plaza,QT Dog,24,$197.76 ,0,$0.00 ,($4.48),$193.28 ,$14.48 
Parkway Plaza,Quick Tag,12,$143.88 ,0,$0.00 ,($32.21),$111.67 ,$5.65 
Parkway Plaza,RC Pets,7,$135.93 ,-2,($39.98),$0.00 ,$95.95 ,$7.20 
Parkway Plaza,Raw Dynamic,36,$814.64 ,0,$0.00 ,($5.10),$809.54 ,$60.71 
Parkway Plaza,Red Dog Bakery,44,$175.56 ,0,$0.00 ,($9.78),$165.78 ,$12.44 
Parkway Plaza,Rompicatz,7,$121.93 ,0,$0.00 ,$0.00 ,$121.93 ,$9.13 
Parkway Plaza,Ruff Dawg,10,$219.90 ,0,$0.00 ,$0.00 ,$219.90 ,$16.50 
Parkway Plaza,Ruffwear,7,$254.93 ,-3,($129.97),$0.00 ,$124.96 ,$9.37 
Parkway Plaza,Savage Cat,4,$197.96 ,0,$0.00 ,($23.99),$173.97 ,$13.04 
Parkway Plaza,Service,54,$780.00 ,0,$0.00 ,($105.00),$675.00 ,$0.00 
Parkway Plaza,Shepherd Boy Farms,57,"$1,172.43 ",0,$0.00 ,($100.80),"$1,071.63 ",$80.33 
Parkway Plaza,Smack,5,$328.95 ,0,$0.00 ,($23.45),$305.50 ,$22.92 
Parkway Plaza,Small Batch,81,"$3,280.69 ",-4,($147.96),($173.54),"$2,959.19 ",$221.89 
Parkway Plaza,Smalls,50,$460.47 ,0,$0.00 ,($31.69),$428.78 ,$32.15 
Parkway Plaza,Smart Cookie,16,$216.84 ,0,$0.00 ,($2.00),$214.84 ,$16.08 
Parkway Plaza,Snappy Fit,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.25 
Parkway Plaza,Snook's,48,$105.42 ,0,$0.00 ,($11.94),$93.48 ,$7.02 
Parkway Plaza,Southeast Pet,1,$159.99 ,0,$0.00 ,$0.00 ,$159.99 ,$12.00 
Parkway Plaza,Springland Pets,2,$55.98 ,0,$0.00 ,$0.00 ,$55.98 ,$4.20 
Parkway Plaza,SquarePet,5,$163.95 ,-1,($32.99),$0.00 ,$130.96 ,$9.81 
Parkway Plaza,Stella & Chewy's,11,$272.89 ,0,$0.00 ,($18.00),$254.89 ,$19.12 
Parkway Plaza,Steve's,30,"$2,659.70 ",0,$0.00 ,($125.79),"$2,533.91 ",$190.06 
Parkway Plaza,Sustainably Yours,4,$165.96 ,0,$0.00 ,($14.09),$151.87 ,$11.40 
Parkway Plaza,Swelll,15,$104.85 ,0,$0.00 ,($2.10),$102.75 ,$7.70 
Parkway Plaza,Taste of the Wild,22,$856.78 ,0,$0.00 ,($117.98),$738.80 ,$55.38 
Parkway Plaza,The Avalon Society,2,$56.98 ,0,$0.00 ,$0.00 ,$56.98 ,$4.27 
Parkway Plaza,The Honest Kitchen,5,$254.95 ,-1,($34.99),$0.00 ,$219.96 ,$16.49 
Parkway Plaza,The Lazy Dog Cookie Co,5,$41.95 ,0,$0.00 ,($5.99),$35.96 ,$2.70 
Parkway Plaza,The Rabbit Tap,92,$314.08 ,0,$0.00 ,($40.91),$273.17 ,$20.50 
Parkway Plaza,Thunderworks,6,$134.94 ,0,$0.00 ,($33.74),$101.20 ,$7.59 
Parkway Plaza,Toys,40,$200.00 ,0,$0.00 ,($21.74),$178.26 ,$12.38 
Parkway Plaza,Tropiclean,2,$13.98 ,0,$0.00 ,$0.00 ,$13.98 ,$1.04 
Parkway Plaza,TrueBlue Pets,5,$79.95 ,0,$0.00 ,($6.80),$73.15 ,$5.48 
Parkway Plaza,Tuckers,2,$17.98 ,0,$0.00 ,$0.00 ,$17.98 ,$1.35 
Parkway Plaza,Tuesday's Natural Dog Co,122,"$1,226.78 ",0,$0.00 ,$0.00 ,"$1,226.78 ",$91.99 
Parkway Plaza,Tulum Handmade,3,$82.97 ,-1,($32.99),$0.00 ,$49.98 ,$3.75 
Parkway Plaza,Ultra Oil,3,$89.97 ,0,$0.00 ,($3.75),$86.22 ,$6.47 
Parkway Plaza,Uncategorized,1,$60.00 ,0,$0.00 ,$0.00 ,$60.00 ,$0.00 
Parkway Plaza,Unique,1,$17.99 ,0,$0.00 ,$0.00 ,$17.99 ,$1.35 
Parkway Plaza,Up Country,4,$100.96 ,0,$0.00 ,($12.49),$88.47 ,$6.64 
Parkway Plaza,VIP,11,$268.89 ,0,$0.00 ,($7.31),$261.58 ,$19.63 
Parkway Plaza,Vee Enterprises,2,$9.48 ,0,$0.00 ,$0.00 ,$9.48 ,$0.71 
Parkway Plaza,Vet's Best,3,$37.97 ,0,$0.00 ,($2.70),$35.27 ,$2.65 
Parkway Plaza,Victor,23,$711.77 ,-1,($36.99),($46.97),$627.81 ,$47.09 
Parkway Plaza,Vital Essentials,83,"$1,146.67 ",-1,($34.99),($197.83),$913.85 ,$68.55 
Parkway Plaza,Wag & Brite,18,$289.82 ,-1,($16.99),($16.99),$255.84 ,$19.18 
Parkway Plaza,Weruva,23,$39.17 ,0,$0.00 ,$0.00 ,$39.17 ,$2.94 
Parkway Plaza,West Paw,10,$184.90 ,0,$0.00 ,($18.65),$166.25 ,$12.47 
Parkway Plaza,Wholistic Pet Organics,2,$96.98 ,0,$0.00 ,$0.00 ,$96.98 ,$7.27 
Parkway Plaza,Wicks For Wags,4,$59.96 ,0,$0.00 ,($7.49),$52.47 ,$3.93 
Parkway Plaza,Wild Meadow Farms,17,$241.83 ,0,$0.00 ,$0.00 ,$241.83 ,$18.14 
Parkway Plaza,Winnie Lou,18,$205.82 ,0,$0.00 ,($23.05),$182.77 ,$13.72 
Parkway Plaza,Woof,14,$239.86 ,0,$0.00 ,$0.00 ,$239.86 ,$17.99 
Parkway Plaza,Yeowww,6,$69.44 ,0,$0.00 ,$0.00 ,$69.44 ,$5.21 
Parkway Plaza,Yeti,6,$77.94 ,0,$0.00 ,$0.00 ,$77.94 ,$5.83 
Parkway Plaza,Zenta,38,$56.62 ,0,$0.00 ,$0.00 ,$56.62 ,$4.23 
Parkway Plaza,Zippy Paws,6,$79.94 ,0,$0.00 ,$0.00 ,$79.94 ,$5.98 
The Streets at Southpoint,2 hounds,5,$213.95 ,-1,($43.99),$0.00 ,$169.96 ,$12.74 
The Streets at Southpoint,Adored Beast,2,$59.98 ,0,$0.00 ,$0.00 ,$59.98 ,$4.50 
The Streets at Southpoint,Ark Naturals,9,$91.91 ,0,$0.00 ,$0.00 ,$91.91 ,$6.90 
The Streets at Southpoint,Aroma Paws,11,$164.89 ,0,$0.00 ,$0.00 ,$164.89 ,$12.35 
The Streets at Southpoint,Austin & Kat,7,$248.93 ,0,$0.00 ,($21.00),$227.93 ,$17.09 
The Streets at Southpoint,Barker's Bowtique,11,$148.89 ,0,$0.00 ,$0.00 ,$148.89 ,$11.15 
The Streets at Southpoint,Baydog,5,$113.95 ,0,$0.00 ,$0.00 ,$113.95 ,$8.56 
The Streets at Southpoint,Baylee Nasco,1,$89.99 ,0,$0.00 ,$0.00 ,$89.99 ,$6.75 
The Streets at Southpoint,Big Spoon Roasters,5,$64.95 ,0,$0.00 ,$0.00 ,$64.95 ,$4.86 
The Streets at Southpoint,Bitter Apple,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.68 
The Streets at Southpoint,Bocce's Bakery,9,$82.91 ,0,$0.00 ,($4.00),$78.91 ,$5.91 
The Streets at Southpoint,Body Parts,787,"$2,227.89 ",0,$0.00 ,($7.14),"$2,220.75 ",$166.53 
The Streets at Southpoint,Bones & Co,9,$77.91 ,0,$0.00 ,$0.00 ,$77.91 ,$5.85 
The Streets at Southpoint,Bradley Caldwell,56,$209.44 ,0,$0.00 ,($0.90),$208.54 ,$15.59 
The Streets at Southpoint,Bubba Rose,3,$53.97 ,0,$0.00 ,$0.00 ,$53.97 ,$4.06 
The Streets at Southpoint,Butcher's Block,14,$321.86 ,0,$0.00 ,($8.10),$313.76 ,$23.52 
The Streets at Southpoint,Canine Caviar,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.75 
The Streets at Southpoint,Canophera,10,$163.90 ,0,$0.00 ,$0.00 ,$163.90 ,$12.31 
The Streets at Southpoint,Cat,8,$7.92 ,0,$0.00 ,$0.00 ,$7.92 ,$0.57 
The Streets at Southpoint,Chasing Our Tails,7,$102.93 ,0,$0.00 ,$0.00 ,$102.93 ,$7.71 
The Streets at Southpoint,Chilly Dog,43,$198.57 ,0,$0.00 ,$0.00 ,$198.57 ,$14.87 
The Streets at Southpoint,Coastal,5,$48.45 ,0,$0.00 ,$0.00 ,$48.45 ,$3.64 
The Streets at Southpoint,Colorado Pet Treats,15,$194.35 ,0,$0.00 ,$0.00 ,$194.35 ,$14.55 
The Streets at Southpoint,Core,6,$149.94 ,0,$0.00 ,$0.00 ,$149.94 ,$11.24 
The Streets at Southpoint,Cost Less Distributing,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.75 
The Streets at Southpoint,Crump's Naturals,4,$61.96 ,0,$0.00 ,$0.00 ,$61.96 ,$4.64 
The Streets at Southpoint,Dexypaws,13,$257.40 ,0,$0.00 ,$0.00 ,$257.40 ,$19.30 
The Streets at Southpoint,Dezi & Roo,41,$286.59 ,0,$0.00 ,$0.00 ,$286.59 ,$21.53 
The Streets at Southpoint,Dog Is Good,4,$29.96 ,0,$0.00 ,($8.98),$20.98 ,$1.58 
The Streets at Southpoint,Dog Treats,3,$44.97 ,0,$0.00 ,$0.00 ,$44.97 ,$3.37 
The Streets at Southpoint,Dogline,2,$79.98 ,0,$0.00 ,$0.00 ,$79.98 ,$6.00 
The Streets at Southpoint,Earth Animal,4,$57.96 ,0,$0.00 ,$0.00 ,$57.96 ,$4.35 
The Streets at Southpoint,Earth Rated,8,$64.42 ,0,$0.00 ,$0.00 ,$64.42 ,$4.83 
The Streets at Southpoint,Earthborn,1,$6.99 ,0,$0.00 ,$0.00 ,$6.99 ,$0.52 
The Streets at Southpoint,Ethical Cat,20,$110.80 ,0,$0.00 ,$0.00 ,$110.80 ,$8.26 
The Streets at Southpoint,Ezydog,3,$106.97 ,-1,($43.99),$0.00 ,$62.98 ,$4.73 
The Streets at Southpoint,Flexi,6,$197.94 ,0,$0.00 ,$0.00 ,$197.94 ,$14.84 
The Streets at Southpoint,Fluff & Tuff,102,"$1,774.98 ",0,$0.00 ,($7.50),"$1,767.48 ",$132.52 
The Streets at Southpoint,From The Field,86,$257.14 ,0,$0.00 ,$0.00 ,$257.14 ,$19.26 
The Streets at Southpoint,Fromm,5,$29.95 ,0,$0.00 ,$0.00 ,$29.95 ,$2.25 
The Streets at Southpoint,Fruitables,17,$127.83 ,0,$0.00 ,$0.00 ,$127.83 ,$9.58 
The Streets at Southpoint,FuzzYard,4,$39.96 ,0,$0.00 ,$0.00 ,$39.96 ,$3.00 
The Streets at Southpoint,Giftable World,29,$402.71 ,0,$0.00 ,$0.00 ,$402.71 ,$30.19 
The Streets at Southpoint,Go Cat Feathers,49,$477.51 ,0,$0.00 ,$0.00 ,$477.51 ,$35.77 
The Streets at Southpoint,Goli Design,7,$61.53 ,0,$0.00 ,$0.00 ,$61.53 ,$4.61 
The Streets at Southpoint,Grandma Lynch,5,$49.95 ,0,$0.00 ,$0.00 ,$49.95 ,$3.75 
The Streets at Southpoint,Green Element,2,$52.98 ,0,$0.00 ,$0.00 ,$52.98 ,$3.97 
The Streets at Southpoint,Green Pet,1,$84.99 ,0,$0.00 ,$0.00 ,$84.99 ,$6.38 
The Streets at Southpoint,Happy Howie's,102,$183.58 ,0,$0.00 ,$0.00 ,$183.58 ,$13.84 
The Streets at Southpoint,Home Range,29,$221.71 ,0,$0.00 ,$0.00 ,$221.71 ,$16.64 
The Streets at Southpoint,Homeopet,7,$115.93 ,0,$0.00 ,$0.00 ,$115.93 ,$8.69 
The Streets at Southpoint,Hugglehounds,17,$286.83 ,0,$0.00 ,$0.00 ,$286.83 ,$21.48 
The Streets at Southpoint,Huxley & Kent,8,$119.92 ,0,$0.00 ,$0.00 ,$119.92 ,$8.99 
The Streets at Southpoint,Icelandic+,31,$179.69 ,0,$0.00 ,$0.00 ,$179.69 ,$13.46 
The Streets at Southpoint,Inaba,44,$197.56 ,0,$0.00 ,$0.00 ,$197.56 ,$14.88 
The Streets at Southpoint,Inclover,8,$142.42 ,0,$0.00 ,($3.00),$139.42 ,$10.45 
The Streets at Southpoint,India Collars,1,$34.99 ,0,$0.00 ,$0.00 ,$34.99 ,$2.63 
The Streets at Southpoint,Injoya,2,$43.98 ,0,$0.00 ,$0.00 ,$43.98 ,$3.30 
The Streets at Southpoint,Jolly,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.42 
The Streets at Southpoint,K9 Granola Factory,44,$334.93 ,0,$0.00 ,$0.00 ,$334.93 ,$25.13 
The Streets at Southpoint,Kennel Master,2,$69.48 ,0,$0.00 ,($4.90),$64.58 ,$4.84 
The Streets at Southpoint,Kitty Boinks,15,$19.35 ,0,$0.00 ,$0.00 ,$19.35 ,$1.45 
The Streets at Southpoint,Kong,60,$795.40 ,0,$0.00 ,$0.00 ,$795.40 ,$59.61 
The Streets at Southpoint,Lambwolf,4,$44.96 ,0,$0.00 ,$0.00 ,$44.96 ,$3.38 
The Streets at Southpoint,Lightning Dog,1,$16.99 ,0,$0.00 ,$0.00 ,$16.99 ,$1.28 
The Streets at Southpoint,Lupine,54,$762.46 ,0,$0.00 ,($5.50),$756.96 ,$56.74 
The Streets at Southpoint,MYOS,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.25 
The Streets at Southpoint,Magic Cat Co,8,$39.92 ,0,$0.00 ,$0.00 ,$39.92 ,$3.00 
The Streets at Southpoint,Messy Mutts,5,$73.95 ,0,$0.00 ,$0.00 ,$73.95 ,$5.53 
The Streets at Southpoint,Moderna,1,$28.99 ,0,$0.00 ,$0.00 ,$28.99 ,$2.17 
The Streets at Southpoint,Molly Mutt,2,$96.98 ,0,$0.00 ,$0.00 ,$96.98 ,$7.27 
The Streets at Southpoint,Mountain Dog,6,$164.94 ,0,$0.00 ,$0.00 ,$164.94 ,$12.37 
The Streets at Southpoint,Multipet,25,$259.75 ,0,$0.00 ,$0.00 ,$259.75 ,$19.48 
The Streets at Southpoint,Nature Cide,2,$17.98 ,0,$0.00 ,$0.00 ,$17.98 ,$1.34 
The Streets at Southpoint,Necoichi,16,$365.84 ,0,$0.00 ,$0.00 ,$365.84 ,$27.43 
The Streets at Southpoint,New Zealand Naturals,10,$108.90 ,0,$0.00 ,($21.98),$86.92 ,$6.52 
The Streets at Southpoint,Nexderma,2,$64.98 ,0,$0.00 ,($20.00),$44.98 ,$3.38 
The Streets at Southpoint,Nite Ize,4,$56.96 ,0,$0.00 ,$0.00 ,$56.96 ,$4.26 
The Streets at Southpoint,Nocciola,18,$265.82 ,0,$0.00 ,($9.74),$256.08 ,$19.24 
The Streets at Southpoint,OC Raw,3,$42.97 ,0,$0.00 ,$0.00 ,$42.97 ,$3.22 
The Streets at Southpoint,Open Farm,4,$39.96 ,0,$0.00 ,$0.00 ,$39.96 ,$3.00 
The Streets at Southpoint,Outward Hound,21,$272.79 ,0,$0.00 ,($4.00),$268.79 ,$20.16 
The Streets at Southpoint,Pet Adventures Worldwide,6,$84.94 ,0,$0.00 ,$0.00 ,$84.94 ,$6.36 
The Streets at Southpoint,Pet Corrector,4,$43.96 ,0,$0.00 ,$0.00 ,$43.96 ,$3.30 
The Streets at Southpoint,Pet Pallet,1,$4.99 ,0,$0.00 ,$0.00 ,$4.99 ,$0.37 
The Streets at Southpoint,Pet Releaf,17,$412.83 ,-1,($27.99),($37.00),$347.84 ,$26.10 
The Streets at Southpoint,PetEdge,8,$12.92 ,0,$0.00 ,$0.00 ,$12.92 ,$0.97 
The Streets at Southpoint,Petmate,74,$778.26 ,0,$0.00 ,$0.00 ,$778.26 ,$58.33 
The Streets at Southpoint,Petsafe,22,$433.74 ,0,$0.00 ,($8.50),$425.24 ,$31.90 
The Streets at Southpoint,Petsport,12,$132.88 ,0,$0.00 ,$0.00 ,$132.88 ,$9.96 
The Streets at Southpoint,Pill Buddies,2,$23.98 ,0,$0.00 ,$0.00 ,$23.98 ,$1.80 
The Streets at Southpoint,Playology,16,$242.84 ,0,$0.00 ,($4.50),$238.34 ,$17.86 
The Streets at Southpoint,Plush,8,$218.92 ,0,$0.00 ,$0.00 ,$218.92 ,$16.41 
The Streets at Southpoint,Polka Dog,17,$282.33 ,0,$0.00 ,($18.34),$263.99 ,$19.79 
The Streets at Southpoint,Presido,5,$44.95 ,0,$0.00 ,$0.00 ,$44.95 ,$3.35 
The Streets at Southpoint,Puppy Cake,8,$85.92 ,0,$0.00 ,($4.80),$81.12 ,$6.09 
The Streets at Southpoint,Pure & Natural Pet,6,$73.94 ,0,$0.00 ,$0.00 ,$73.94 ,$5.54 
The Streets at Southpoint,QT Dog,35,$197.65 ,0,$0.00 ,($2.70),$194.95 ,$14.59 
The Streets at Southpoint,Quick Tag,6,$80.94 ,0,$0.00 ,$0.00 ,$80.94 ,$6.05 
The Streets at Southpoint,RC Pets,11,$159.89 ,-1,($18.99),$0.00 ,$140.90 ,$10.57 
The Streets at Southpoint,Raw Dynamic,9,$83.91 ,0,$0.00 ,$0.00 ,$83.91 ,$6.28 
The Streets at Southpoint,Red Dog Bakery,261,"$1,041.39 ",0,$0.00 ,($36.20),"$1,005.19 ",$75.42 
The Streets at Southpoint,Rompicatz,5,$76.95 ,0,$0.00 ,$0.00 ,$76.95 ,$5.77 
The Streets at Southpoint,Ruff Dawg,5,$106.95 ,0,$0.00 ,$0.00 ,$106.95 ,$8.02 
The Streets at Southpoint,Ruffwear,7,$239.93 ,0,$0.00 ,($20.00),$219.93 ,$16.50 
The Streets at Southpoint,Savage Cat,3,$56.97 ,0,$0.00 ,$0.00 ,$56.97 ,$4.27 
The Streets at Southpoint,Shepherd Boy Farms,45,$826.55 ,0,$0.00 ,($74.95),$751.60 ,$56.36 
The Streets at Southpoint,Smack,2,$39.98 ,0,$0.00 ,($5.00),$34.98 ,$2.62 
The Streets at Southpoint,Smalls,25,$148.75 ,0,$0.00 ,($1.50),$147.25 ,$11.00 
The Streets at Southpoint,Smart Cookie,26,$306.74 ,0,$0.00 ,($25.99),$280.75 ,$21.03 
The Streets at Southpoint,Snappy Fit,1,$14.99 ,0,$0.00 ,($7.50),$7.49 ,$0.56 
The Streets at Southpoint,Snook's,19,$42.61 ,0,$0.00 ,$0.00 ,$42.61 ,$3.19 
The Streets at Southpoint,Spoiled Rotten Dogz,26,$519.74 ,0,$0.00 ,($6.00),$513.74 ,$38.55 
The Streets at Southpoint,Springer Pets,1,$27.99 ,0,$0.00 ,$0.00 ,$27.99 ,$2.10 
The Streets at Southpoint,Sustenance Herbs,4,$81.96 ,0,$0.00 ,($11.50),$70.46 ,$5.28 
The Streets at Southpoint,The Lazy Dog Cookie Co,5,$43.95 ,0,$0.00 ,$0.00 ,$43.95 ,$3.29 
The Streets at Southpoint,The Rabbit Tap,97,$457.03 ,0,$0.00 ,$0.00 ,$457.03 ,$34.21 
The Streets at Southpoint,Thunderworks,4,$121.96 ,0,$0.00 ,$0.00 ,$121.96 ,$9.15 
The Streets at Southpoint,Toys,6,$30.00 ,0,$0.00 ,$0.00 ,$30.00 ,$2.26 
The Streets at Southpoint,Travel Cat,3,$449.97 ,0,$0.00 ,$0.00 ,$449.97 ,$33.75 
The Streets at Southpoint,Tropiclean,3,$20.97 ,0,$0.00 ,$0.00 ,$20.97 ,$1.56 
The Streets at Southpoint,TrueBlue Pets,3,$47.97 ,0,$0.00 ,$0.00 ,$47.97 ,$3.60 
The Streets at Southpoint,Tuesday's Natural Dog Co,54,$606.46 ,0,$0.00 ,$0.00 ,$606.46 ,$45.48 
The Streets at Southpoint,Tulum Handmade,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.88 
The Streets at Southpoint,Ultra Oil,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.42 
The Streets at Southpoint,Up Country,2,$51.98 ,0,$0.00 ,$0.00 ,$51.98 ,$3.90 
The Streets at Southpoint,VIP,12,$230.88 ,-1,($20.99),$0.00 ,$209.89 ,$15.72 
The Streets at Southpoint,Vee Enterprises,11,$48.39 ,0,$0.00 ,$0.00 ,$48.39 ,$3.63 
The Streets at Southpoint,Vintage Life,3,$29.97 ,0,$0.00 ,$0.00 ,$29.97 ,$2.25 
The Streets at Southpoint,Vital Essentials,66,$404.54 ,0,$0.00 ,$0.00 ,$404.54 ,$30.35 
The Streets at Southpoint,Wag & Brite,61,$972.39 ,0,$0.00 ,$0.00 ,$972.39 ,$72.91 
The Streets at Southpoint,West Paw,12,$232.88 ,0,$0.00 ,($1.00),$231.88 ,$17.40 
The Streets at Southpoint,Wicks For Wags,2,$33.98 ,0,$0.00 ,$0.00 ,$33.98 ,$2.54 
The Streets at Southpoint,Wild Meadow Farms,24,$294.76 ,0,$0.00 ,($27.98),$266.78 ,$20.00 
The Streets at Southpoint,Winnie Lou,21,$220.79 ,0,$0.00 ,($32.98),$187.81 ,$14.08 
The Streets at Southpoint,Woof,19,$327.81 ,0,$0.00 ,$0.00 ,$327.81 ,$24.58 
The Streets at Southpoint,Yeowww,34,$255.66 ,0,$0.00 ,$0.00 ,$255.66 ,$19.14 
The Streets at Southpoint,Yeti,12,$164.88 ,0,$0.00 ,($6.50),$158.38 ,$11.88 
The Streets at Southpoint,Zenta,93,$138.57 ,0,$0.00 ,$0.00 ,$138.57 ,$10.38 
The Streets at Southpoint,Zippy Paws,9,$103.91 ,0,$0.00 ,$0.00 ,$103.91 ,$7.79 
City Market: DTR,Uncategorized,1,$64.99 ,0,$0.00 ,$0.00 ,$64.99 ,$4.71 
City Market: DTR,2 hounds,6,$255.94 ,-2,($84.98),$0.00 ,$170.96 ,$12.39 
City Market: DTR,A Pup Above,34,"$1,200.66 ",-1,($14.99),($197.91),$987.76 ,$71.61 
City Market: DTR,Adored Beast,1,$55.99 ,0,$0.00 ,$0.00 ,$55.99 ,$4.06 
City Market: DTR,Answers,13,$159.87 ,0,$0.00 ,$0.00 ,$159.87 ,$11.60 
City Market: DTR,Ark Naturals,15,$138.85 ,0,$0.00 ,$0.00 ,$138.85 ,$10.04 
City Market: DTR,Aroma Paws,19,$284.81 ,0,$0.00 ,$0.00 ,$284.81 ,$20.68 
City Market: DTR,Austin & Kat,11,$564.89 ,0,$0.00 ,($151.98),$412.91 ,$29.92 
City Market: DTR,Barker's Bowtique,8,$97.92 ,0,$0.00 ,$0.00 ,$97.92 ,$7.11 
City Market: DTR,Baydog,7,$160.93 ,0,$0.00 ,$0.00 ,$160.93 ,$11.66 
City Market: DTR,Baylee Nasco,1,$89.99 ,0,$0.00 ,$0.00 ,$89.99 ,$6.53 
City Market: DTR,Big Spoon Roasters,3,$38.97 ,0,$0.00 ,$0.00 ,$38.97 ,$2.82 
City Market: DTR,Bitter Apple,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.65 
City Market: DTR,Bocce's Bakery,37,$323.63 ,0,$0.00 ,($23.99),$299.64 ,$21.76 
