Channel,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Taxes
Downtown Durham,Proden,3,$59.97 ,0,$0.00 ,$0.00 ,$59.97 ,$4.50 
Downtown Durham,Puppy Cake,1,$7.99 ,0,$0.00 ,$0.00 ,$7.99 ,$0.60 
Downtown Durham,Pure & Natural Pet,2,$14.98 ,0,$0.00 ,$0.00 ,$14.98 ,$1.12 
Downtown Durham,QT Dog,26,$188.74 ,0,$0.00 ,($1.11),$187.63 ,$14.07 
Downtown Durham,Quick Tag,7,$88.93 ,0,$0.00 ,$0.00 ,$88.93 ,$6.67 
Downtown Durham,RC Pets,3,$48.97 ,0,$0.00 ,$0.00 ,$48.97 ,$3.67 
Downtown Durham,Raised Right,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.25 
Downtown Durham,Raw Dynamic,18,$283.82 ,0,$0.00 ,($10.99),$272.83 ,$20.46 
Downtown Durham,Red Dog Bakery,40,$159.60 ,0,$0.00 ,($17.64),$141.96 ,$10.65 
Downtown Durham,Rompicatz,6,$95.94 ,0,$0.00 ,$0.00 ,$95.94 ,$7.20 
Downtown Durham,Ruff Dawg,2,$25.98 ,0,$0.00 ,$0.00 ,$25.98 ,$1.94 
Downtown Durham,Ruffwear,10,$399.90 ,0,$0.00 ,$0.00 ,$399.90 ,$30.00 
Downtown Durham,Savage Cat,2,$24.98 ,0,$0.00 ,($7.00),$17.98 ,$1.34 
Downtown Durham,Service,63,$925.00 ,0,$0.00 ,($320.00),$605.00 ,$0.00 
Downtown Durham,Shepherd Boy Farms,50,$965.50 ,0,$0.00 ,($120.93),$844.57 ,$63.32 
Downtown Durham,Simple Solutions,1,$26.99 ,0,$0.00 ,$0.00 ,$26.99 ,$2.02 
Downtown Durham,Smack,9,$497.91 ,0,$0.00 ,($30.00),$467.91 ,$35.11 
Downtown Durham,Small Batch,57,"$2,123.43 ",0,$0.00 ,($167.46),"$1,955.97 ",$146.69 
Downtown Durham,Smalls,35,$333.65 ,0,$0.00 ,($1.50),$332.15 ,$24.86 
Downtown Durham,Smart Cookie,12,$136.88 ,0,$0.00 ,($6.00),$130.88 ,$9.82 
Downtown Durham,Snook's,50,$105.50 ,0,$0.00 ,$0.00 ,$105.50 ,$7.90 
Downtown Durham,Spoiled Rotten Dogz,2,$39.98 ,0,$0.00 ,$0.00 ,$39.98 ,$3.00 
Downtown Durham,Springer Pets,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.25 
Downtown Durham,Springland Pets,4,$111.96 ,0,$0.00 ,$0.00 ,$111.96 ,$8.40 
Downtown Durham,Stella & Chewy's,2,$55.98 ,0,$0.00 ,$0.00 ,$55.98 ,$4.20 
Downtown Durham,Steve's,12,$651.88 ,0,$0.00 ,($97.98),$553.90 ,$41.55 
Downtown Durham,Sustainably Yours,2,$49.98 ,0,$0.00 ,($7.50),$42.48 ,$3.18 
Downtown Durham,Swelll,14,$97.86 ,0,$0.00 ,$0.00 ,$97.86 ,$7.34 
Downtown Durham,Taste of the Wild,6,$334.94 ,0,$0.00 ,$0.00 ,$334.94 ,$25.11 
Downtown Durham,The Avalon Society,3,$89.97 ,0,$0.00 ,$0.00 ,$89.97 ,$6.75 
Downtown Durham,The Lazy Dog Cookie Co,1,$7.99 ,0,$0.00 ,$0.00 ,$7.99 ,$0.60 
Downtown Durham,The Rabbit Tap,19,$73.81 ,0,$0.00 ,($0.03),$73.78 ,$5.53 
Downtown Durham,Thunderworks,1,$19.99 ,0,$0.00 ,($14.99),$5.00 ,$0.38 
Downtown Durham,Toys,39,$195.00 ,0,$0.00 ,$0.00 ,$195.00 ,$14.66 
Downtown Durham,Tropiclean,2,$13.98 ,0,$0.00 ,$0.00 ,$13.98 ,$1.04 
Downtown Durham,TrueBlue Pets,4,$67.96 ,0,$0.00 ,($10.20),$57.76 ,$4.33 
Downtown Durham,Tuesday's Natural Dog Co,77,$957.23 ,0,$0.00 ,$0.00 ,$957.23 ,$71.82 
Downtown Durham,Tulum Handmade,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.88 
Downtown Durham,Ultra Oil,2,$64.98 ,0,$0.00 ,$0.00 ,$64.98 ,$4.87 
Downtown Durham,Uncategorized,1,$60.00 ,0,$0.00 ,$0.00 ,$60.00 ,$0.00 
Downtown Durham,Up Country,2,$52.98 ,0,$0.00 ,$0.00 ,$52.98 ,$3.98 
Downtown Durham,VIP,4,$107.96 ,0,$0.00 ,$0.00 ,$107.96 ,$8.10 
Downtown Durham,Vee Enterprises,17,$86.33 ,0,$0.00 ,$0.00 ,$86.33 ,$6.46 
Downtown Durham,Vet's Best,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.50 
Downtown Durham,Victor,9,$473.91 ,0,$0.00 ,($99.99),$373.92 ,$28.03 
Downtown Durham,Vital Essentials,68,$580.62 ,0,$0.00 ,($14.10),$566.52 ,$42.55 
Downtown Durham,Wag & Brite,11,$158.89 ,0,$0.00 ,$0.00 ,$158.89 ,$11.92 
Downtown Durham,Wee-Wee,1,$15.99 ,0,$0.00 ,$0.00 ,$15.99 ,$1.20 
Downtown Durham,West Paw,13,$193.87 ,0,$0.00 ,($1.00),$192.87 ,$14.44 
Downtown Durham,Wicks For Wags,7,$116.93 ,0,$0.00 ,($5.99),$110.94 ,$8.31 
Downtown Durham,Wild Meadow Farms,10,$132.90 ,0,$0.00 ,($4.20),$128.70 ,$9.64 
Downtown Durham,Winnie Lou,20,$234.80 ,0,$0.00 ,$0.00 ,$234.80 ,$17.61 
Downtown Durham,Woof,25,$394.75 ,0,$0.00 ,$0.00 ,$394.75 ,$29.63 
Downtown Durham,Yeowww,18,$159.82 ,0,$0.00 ,($2.70),$157.12 ,$11.78 
Downtown Durham,Yeti,5,$64.95 ,0,$0.00 ,$0.00 ,$64.95 ,$4.88 
Downtown Durham,Zenta,44,$65.56 ,0,$0.00 ,$0.00 ,$65.56 ,$4.89 
Downtown Durham,Zippy Paws,7,$96.93 ,0,$0.00 ,$0.00 ,$96.93 ,$7.29 
Southport - Tidewater,2 hounds,5,$212.95 ,0,$0.00 ,$0.00 ,$212.95 ,$14.38 
Southport - Tidewater,A Pup Above,18,$563.82 ,0,$0.00 ,$0.00 ,$563.82 ,$38.06 
Southport - Tidewater,Adored Beast,8,$341.92 ,0,$0.00 ,$0.00 ,$341.92 ,$23.09 
Southport - Tidewater,Ark Naturals,20,$404.80 ,-1,($23.99),($16.00),$364.81 ,$24.62 
Southport - Tidewater,Aroma Paws,21,$314.79 ,-1,($14.99),$0.00 ,$299.80 ,$20.21 
Southport - Tidewater,Austin & Kat,30,$918.70 ,-1,($19.99),($81.99),$816.72 ,$55.12 
Southport - Tidewater,Barker's Bowtique,11,$102.89 ,-1,($9.99),$0.00 ,$92.90 ,$6.27 
Southport - Tidewater,Baydog,13,$490.87 ,0,$0.00 ,$0.00 ,$490.87 ,$33.14 
Southport - Tidewater,Big Spoon Roasters,2,$25.98 ,0,$0.00 ,$0.00 ,$25.98 ,$1.75 
Southport - Tidewater,Bocce's Bakery,32,$304.68 ,0,$0.00 ,($18.99),$285.69 ,$19.28 
Southport - Tidewater,Body Parts,1059,"$4,315.91 ",-6,($30.94),($82.00),"$4,202.97 ",$283.80 
Southport - Tidewater,Bones & Co,36,$781.14 ,0,$0.00 ,($60.62),$720.52 ,$48.66 
Southport - Tidewater,BoxieCat,3,$72.97 ,0,$0.00 ,($12.50),$60.47 ,$4.08 
Southport - Tidewater,Bradley Caldwell,75,$252.25 ,0,$0.00 ,$0.00 ,$252.25 ,$16.91 
Southport - Tidewater,Brilliant Salmon Oil,3,$134.97 ,0,$0.00 ,$0.00 ,$134.97 ,$9.12 
Southport - Tidewater,Bubba Rose,8,$116.44 ,0,$0.00 ,$0.00 ,$116.44 ,$7.85 
Southport - Tidewater,Butcher's Block,38,$817.62 ,0,$0.00 ,($9.99),$807.63 ,$54.52 
Southport - Tidewater,Calm Paws,4,$59.96 ,-2,($29.98),$0.00 ,$29.98 ,$2.02 
Southport - Tidewater,Canidae,5,$185.95 ,0,$0.00 ,($15.00),$170.95 ,$11.54 
Southport - Tidewater,Canine Caviar,10,$171.90 ,0,$0.00 ,$0.00 ,$171.90 ,$11.59 
Southport - Tidewater,Canophera,29,$450.71 ,0,$0.00 ,$0.00 ,$450.71 ,$30.45 
Southport - Tidewater,Carna4,1,$109.99 ,-1,($109.99),$0.00 ,$0.00 ,$0.00 
Southport - Tidewater,Cat,2,$1.98 ,0,$0.00 ,($0.60),$1.38 ,$0.09 
Southport - Tidewater,Chasing Our Tails,1,$31.99 ,0,$0.00 ,$0.00 ,$31.99 ,$2.16 
Southport - Tidewater,Chilly Dog,8,$41.92 ,0,$0.00 ,($6.89),$35.03 ,$2.35 
Southport - Tidewater,Coastal,17,$233.83 ,0,$0.00 ,($4.99),$228.84 ,$15.46 
Southport - Tidewater,Colorado Pet Treats,24,$354.76 ,0,$0.00 ,$0.00 ,$354.76 ,$23.94 
Southport - Tidewater,Core,6,$122.94 ,0,$0.00 ,$0.00 ,$122.94 ,$8.30 
Southport - Tidewater,Cost Less Distributing,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.67 
Southport - Tidewater,Crump's Naturals,45,$614.55 ,0,$0.00 ,($7.00),$607.55 ,$40.99 
Southport - Tidewater,DOOG USA,2,$19.98 ,0,$0.00 ,$0.00 ,$19.98 ,$1.36 
Southport - Tidewater,Dexypaws,3,$55.97 ,0,$0.00 ,($18.99),$36.98 ,$2.49 
Southport - Tidewater,Dezi & Roo,14,$100.86 ,0,$0.00 ,($1.80),$99.06 ,$6.68 
Southport - Tidewater,Dog Speak,1,$1.49 ,0,$0.00 ,$0.00 ,$1.49 ,$0.10 
Southport - Tidewater,Dog Treats,3,$53.97 ,0,$0.00 ,$0.00 ,$53.97 ,$3.64 
Southport - Tidewater,Dogline,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$2.70 
Southport - Tidewater,Dr. Elsey's,10,$134.90 ,0,$0.00 ,$0.00 ,$134.90 ,$9.11 
Southport - Tidewater,Earth Animal,18,$290.82 ,0,$0.00 ,$0.00 ,$290.82 ,$19.60 
Southport - Tidewater,Earth Rated,42,$241.08 ,0,$0.00 ,$0.00 ,$241.08 ,$16.27 
Southport - Tidewater,Earthborn,11,$429.89 ,0,$0.00 ,($67.99),$361.90 ,$24.42 
Southport - Tidewater,Ecos,1,$7.49 ,0,$0.00 ,$0.00 ,$7.49 ,$0.51 
Southport - Tidewater,Ethical Cat,4,$21.96 ,0,$0.00 ,$0.00 ,$21.96 ,$1.49 
Southport - Tidewater,Evanger'S,348,"$1,002.82 ",0,$0.00 ,($19.87),$982.95 ,$66.43 
Southport - Tidewater,Ezydog,4,$163.96 ,0,$0.00 ,$0.00 ,$163.96 ,$11.06 
Southport - Tidewater,Farmina Pet Foods,2,$35.78 ,0,$0.00 ,($9.90),$25.88 ,$1.75 
Southport - Tidewater,Flexi,7,$230.93 ,0,$0.00 ,$0.00 ,$230.93 ,$15.60 
Southport - Tidewater,Fluff & Tuff,45,$685.55 ,0,$0.00 ,$0.00 ,$685.55 ,$46.24 
Southport - Tidewater,From The Field,33,$115.67 ,0,$0.00 ,($8.80),$106.87 ,$7.21 
Southport - Tidewater,Fromm,354,"$4,943.94 ",-2,($31.98),($352.56),"$4,559.40 ",$307.61 
Southport - Tidewater,Front Porch Pets,8,$137.92 ,0,$0.00 ,$0.00 ,$137.92 ,$9.31 
Southport - Tidewater,Fruitables,37,$298.63 ,-1,($11.99),($8.49),$278.15 ,$18.78 
Southport - Tidewater,FuzzYard,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.67 
Southport - Tidewater,Giftable World,13,$169.87 ,0,$0.00 ,$0.00 ,$169.87 ,$11.46 
Southport - Tidewater,Go Cat Feathers,10,$101.90 ,0,$0.00 ,$0.00 ,$101.90 ,$6.86 
Southport - Tidewater,Goli Design,4,$32.46 ,0,$0.00 ,$0.00 ,$32.46 ,$2.19 
Southport - Tidewater,Grandma Lynch,10,$99.90 ,0,$0.00 ,$0.00 ,$99.90 ,$6.73 
Southport - Tidewater,Green Element,5,$99.95 ,0,$0.00 ,$0.00 ,$99.95 ,$6.75 
Southport - Tidewater,Green Juju,5,$74.95 ,0,$0.00 ,$0.00 ,$74.95 ,$5.05 
Southport - Tidewater,Green Pet,5,$249.95 ,0,$0.00 ,$0.00 ,$249.95 ,$16.87 
Southport - Tidewater,Growl,1,$13.99 ,0,$0.00 ,$0.00 ,$13.99 ,$0.95 
Southport - Tidewater,Hagen,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.28 
Southport - Tidewater,Happy Howie's,145,$278.75 ,0,$0.00 ,($1.03),$277.72 ,$18.75 
Southport - Tidewater,Himal Dog Treat,2,$79.98 ,0,$0.00 ,$0.00 ,$79.98 ,$5.40 
Southport - Tidewater,Home Range,18,$137.82 ,0,$0.00 ,$0.00 ,$137.82 ,$9.32 
Southport - Tidewater,Homeopet,9,$153.91 ,0,$0.00 ,$0.00 ,$153.91 ,$10.40 
Southport - Tidewater,Hugglehounds,16,$277.84 ,0,$0.00 ,$0.00 ,$277.84 ,$18.75 
Southport - Tidewater,Huxley & Kent,5,$62.95 ,-1,($7.99),$0.00 ,$54.96 ,$3.72 
Southport - Tidewater,Icelandic+,7,$28.93 ,0,$0.00 ,$0.00 ,$28.93 ,$1.95 
Southport - Tidewater,Imagine That Design,4,$127.96 ,0,$0.00 ,$0.00 ,$127.96 ,$8.63 
Southport - Tidewater,Inaba,22,$109.28 ,0,$0.00 ,($1.35),$107.93 ,$7.24 
Southport - Tidewater,Inclover,18,$377.82 ,-1,($25.99),($4.00),$347.83 ,$23.46 
Southport - Tidewater,Injoya,2,$27.98 ,0,$0.00 ,($10.00),$17.98 ,$1.21 
Southport - Tidewater,Instinct,4,$146.96 ,0,$0.00 ,$0.00 ,$146.96 ,$9.92 
Southport - Tidewater,Ithaca Acres,4,$43.96 ,0,$0.00 ,($16.49),$27.47 ,$1.86 
Southport - Tidewater,Jolly,1,$18.99 ,0,$0.00 ,$0.00 ,$18.99 ,$1.28 
Southport - Tidewater,K9 Granola Factory,70,$486.93 ,0,$0.00 ,($1.20),$485.73 ,$32.78 
Southport - Tidewater,KOHA,76,$400.04 ,0,$0.00 ,($14.51),$385.53 ,$26.01 
Southport - Tidewater,Kennel Master,34,$810.16 ,0,$0.00 ,$0.00 ,$810.16 ,$54.71 
Southport - Tidewater,Kitty Boinks,3,$6.47 ,0,$0.00 ,$0.00 ,$6.47 ,$0.44 
Southport - Tidewater,Kong,33,$392.67 ,0,$0.00 ,($3.00),$389.67 ,$26.34 
Southport - Tidewater,Lambwolf,3,$44.97 ,0,$0.00 ,$0.00 ,$44.97 ,$3.03 
Southport - Tidewater,Lotus,17,$50.83 ,0,$0.00 ,($11.36),$39.47 ,$2.67 
Southport - Tidewater,Lupine,48,$851.52 ,-2,($39.98),$0.00 ,$811.54 ,$54.78 
Southport - Tidewater,Magic Carpet,1,$39.99 ,0,$0.00 ,$0.00 ,$39.99 ,$2.70 
Southport - Tidewater,Messy Mutts,15,$130.85 ,0,$0.00 ,($1.80),$129.05 ,$8.70 
Southport - Tidewater,Midwest,5,$107.95 ,0,$0.00 ,$0.00 ,$107.95 ,$7.30 
Southport - Tidewater,Moderna,4,$40.96 ,0,$0.00 ,$0.00 ,$40.96 ,$2.76 
Southport - Tidewater,Mountain Dog,11,$268.89 ,-1,($29.99),$0.00 ,$238.90 ,$16.12 
Southport - Tidewater,Multipet,28,$306.72 ,0,$0.00 ,($1.40),$305.32 ,$20.61 
Southport - Tidewater,Natural Immunogenics,2,$39.98 ,0,$0.00 ,$0.00 ,$39.98 ,$2.70 
Southport - Tidewater,Nature Cide,4,$57.96 ,0,$0.00 ,($0.56),$57.40 ,$3.88 
Southport - Tidewater,Nature Valley,4,$155.96 ,0,$0.00 ,$0.00 ,$155.96 ,$10.52 
Southport - Tidewater,Natures Logic,89,"$1,961.51 ",0,$0.00 ,($210.72),"$1,750.79 ",$118.13 
Southport - Tidewater,Necoichi,7,$145.93 ,0,$0.00 ,$0.00 ,$145.93 ,$9.86 
Southport - Tidewater,Nexderma,3,$101.97 ,0,$0.00 ,$0.00 ,$101.97 ,$6.88 
Southport - Tidewater,Nite Ize,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.02 
Southport - Tidewater,Nocciola,13,$188.87 ,0,$0.00 ,($58.48),$130.39 ,$8.78 
Southport - Tidewater,Nordic Naturals,2,$37.98 ,0,$0.00 ,$0.00 ,$37.98 ,$2.57 
Southport - Tidewater,Nupro,3,$68.97 ,0,$0.00 ,($15.74),$53.23 ,$3.60 
Southport - Tidewater,OC Raw,41,"$1,502.59 ",0,$0.00 ,($86.48),"$1,416.11 ",$95.60 
Southport - Tidewater,Open Farm,150,"$4,448.00 ",-3,($177.97),($410.93),"$3,859.10 ",$260.45 
Southport - Tidewater,Organic Coconut Oil,1,$27.99 ,0,$0.00 ,$0.00 ,$27.99 ,$1.89 
Southport - Tidewater,Outward Hound,9,$112.91 ,0,$0.00 ,$0.00 ,$112.91 ,$7.61 
Southport - Tidewater,Paw-lymorph,2,$31.98 ,0,$0.00 ,$0.00 ,$31.98 ,$2.16 
Southport - Tidewater,Pet Adventures Worldwide,18,$273.82 ,0,$0.00 ,($2.20),$271.62 ,$17.45 
Southport - Tidewater,Pet Corrector,1,$10.99 ,0,$0.00 ,$0.00 ,$10.99 ,$0.74 
Southport - Tidewater,Pet Pallet,1,$8.99 ,0,$0.00 ,$0.00 ,$8.99 ,$0.61 
Southport - Tidewater,Pet Releaf,23,$716.77 ,0,$0.00 ,($61.99),$654.78 ,$44.20 
Southport - Tidewater,PetAG,1,$2.99 ,0,$0.00 ,$0.00 ,$2.99 ,$0.20 
Southport - Tidewater,Petmate,36,$366.64 ,0,$0.00 ,($3.89),$362.75 ,$24.46 
Southport - Tidewater,Petsafe,12,$323.76 ,-2,($33.98),($14.66),$275.12 ,$18.57 
Southport - Tidewater,Petsport,6,$52.94 ,0,$0.00 ,$0.00 ,$52.94 ,$3.57 
Southport - Tidewater,Pill Buddies,12,$175.88 ,0,$0.00 ,$0.00 ,$175.88 ,$11.88 
Southport - Tidewater,Playology,3,$41.97 ,0,$0.00 ,($7.49),$34.48 ,$2.32 
Southport - Tidewater,Plush,26,$708.74 ,-9,($242.91),$0.00 ,$465.83 ,$31.44 
Southport - Tidewater,Polka Dog,18,$294.82 ,0,$0.00 ,($18.00),$276.82 ,$18.68 
Southport - Tidewater,Poochpad,1,$24.99 ,0,$0.00 ,$0.00 ,$24.99 ,$1.69 
Southport - Tidewater,Portland Pet Foods,4,$15.96 ,0,$0.00 ,$0.00 ,$15.96 ,$1.08 
Southport - Tidewater,Primal,9,$260.91 ,0,$0.00 ,($26.99),$233.92 ,$15.80 
Southport - Tidewater,Puppy Cake,2,$30.98 ,0,$0.00 ,$0.00 ,$30.98 ,$2.09 
Southport - Tidewater,Pure & Natural Pet,3,$62.97 ,0,$0.00 ,$0.00 ,$62.97 ,$4.25 
Southport - Tidewater,QT Dog,30,$143.70 ,0,$0.00 ,($4.48),$139.22 ,$9.37 
Southport - Tidewater,Quick Tag,34,$404.66 ,0,$0.00 ,($14.84),$389.82 ,$26.28 
Southport - Tidewater,RC Pets,3,$46.97 ,0,$0.00 ,$0.00 ,$46.97 ,$3.17 
Southport - Tidewater,Raw Dynamic,28,$954.72 ,-1,($23.99),($75.59),$855.14 ,$57.71 
Southport - Tidewater,Red Dog Bakery,70,$279.30 ,0,$0.00 ,($7.00),$272.30 ,$18.41 
Southport - Tidewater,Rompicatz,3,$67.97 ,0,$0.00 ,$0.00 ,$67.97 ,$4.59 
Southport - Tidewater,Ruff Dawg,12,$230.88 ,0,$0.00 ,$0.00 ,$230.88 ,$15.60 
Southport - Tidewater,Ruffwear,9,$369.91 ,-2,($99.98),$0.00 ,$269.93 ,$18.22 
Southport - Tidewater,Savage Cat,4,$81.96 ,0,$0.00 ,($28.49),$53.47 ,$3.61 
Southport - Tidewater,Service,27,$395.00 ,0,$0.00 ,($105.00),$290.00 ,$0.00 
Southport - Tidewater,Shepherd Boy Farms,86,"$1,595.14 ",0,$0.00 ,($128.91),"$1,466.23 ",$98.99 
Southport - Tidewater,Smack,13,$753.87 ,-2,($42.98),($60.00),$650.89 ,$43.93 
Southport - Tidewater,Small Batch,58,"$2,128.42 ",-1,($24.99),($333.91),"$1,769.52 ",$119.46 
Southport - Tidewater,Smalls,58,$510.41 ,0,$0.00 ,$0.00 ,$510.41 ,$34.51 
Southport - Tidewater,Smart Cookie,11,$132.89 ,0,$0.00 ,($1.00),$131.89 ,$8.91 
Southport - Tidewater,Snook's,153,$328.17 ,0,$0.00 ,($0.44),$327.73 ,$22.02 
Southport - Tidewater,Snuggle Puppy,1,$49.99 ,0,$0.00 ,$0.00 ,$49.99 ,$3.37 
Southport - Tidewater,Solutions,1,$21.99 ,0,$0.00 ,$0.00 ,$21.99 ,$1.48 
Southport - Tidewater,Spoiled Rotten Dogz,15,$299.85 ,0,$0.00 ,($1.44),$298.41 ,$20.15 
Southport - Tidewater,Springer Pets,1,$29.99 ,0,$0.00 ,$0.00 ,$29.99 ,$2.03 
Southport - Tidewater,Springland Pets,3,$83.97 ,0,$0.00 ,$0.00 ,$83.97 ,$5.67 
Southport - Tidewater,SquarePet,7,$101.93 ,0,$0.00 ,$0.00 ,$101.93 ,$6.88 
Southport - Tidewater,Stella & Chewy's,2,$118.98 ,0,$0.00 ,$0.00 ,$118.98 ,$8.03 
Southport - Tidewater,Steve's,21,"$1,145.79 ",-1,($41.99),($73.98),"$1,029.82 ",$69.51 
Southport - Tidewater,Sustainably Yours,5,$190.95 ,0,$0.00 ,($31.00),$159.95 ,$10.80 
Southport - Tidewater,Sustenance Herbs,4,$97.96 ,0,$0.00 ,$0.00 ,$97.96 ,$6.61 
Southport - Tidewater,Swelll,10,$69.90 ,0,$0.00 ,$0.00 ,$69.90 ,$4.71 
Southport - Tidewater,Taste of the Wild,37,$816.63 ,0,$0.00 ,($108.47),$708.16 ,$47.79 
Southport - Tidewater,The Honest Kitchen,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.88 
Southport - Tidewater,The Lazy Dog Cookie Co,5,$41.95 ,0,$0.00 ,($4.00),$37.95 ,$2.57 
Southport - Tidewater,The Rabbit Tap,60,$225.40 ,0,$0.00 ,$0.00 ,$225.40 ,$15.23 
Southport - Tidewater,Thunderworks,6,$171.94 ,0,$0.00 ,$0.00 ,$171.94 ,$11.61 
Southport - Tidewater,Totally Hook'd,2,$39.98 ,0,$0.00 ,($10.00),$29.98 ,$2.02 
Southport - Tidewater,Toys,60,$300.00 ,0,$0.00 ,($3.50),$296.50 ,$20.07 
Southport - Tidewater,TrueBlue Pets,9,$142.91 ,0,$0.00 ,($6.80),$136.11 ,$9.20 
Southport - Tidewater,Tuckers,2,$36.98 ,0,$0.00 ,$0.00 ,$36.98 ,$2.50 
Southport - Tidewater,Tuesday's Natural Dog Co,108,"$1,262.92 ",0,$0.00 ,$0.00 ,"$1,262.92 ",$85.26 
Southport - Tidewater,Tulum Handmade,3,$75.97 ,0,$0.00 ,$0.00 ,$75.97 ,$5.12 
Southport - Tidewater,Ultra Oil,7,$171.93 ,0,$0.00 ,($9.50),$162.43 ,$10.97 
Southport - Tidewater,Unique,1,$17.99 ,0,$0.00 ,$0.00 ,$17.99 ,$1.21 
Southport - Tidewater,Up Country,2,$54.98 ,0,$0.00 ,$0.00 ,$54.98 ,$3.71 
Southport - Tidewater,VIP,10,$176.90 ,0,$0.00 ,$0.00 ,$176.90 ,$11.95 
Southport - Tidewater,Vee Enterprises,3,$8.97 ,0,$0.00 ,($0.90),$8.07 ,$0.54 
Southport - Tidewater,Vet's Best,3,$29.97 ,0,$0.00 ,$0.00 ,$29.97 ,$2.01 
Southport - Tidewater,Victor,13,$628.87 ,0,$0.00 ,($108.48),$520.39 ,$35.15 
Southport - Tidewater,Vital Essentials,72,$792.68 ,0,$0.00 ,($60.37),$732.31 ,$49.46 
Southport - Tidewater,Wag & Brite,10,$149.90 ,0,$0.00 ,$0.00 ,$149.90 ,$10.13 
Southport - Tidewater,Wee-Wee,3,$49.97 ,-1,($13.99),$0.00 ,$35.98 ,$2.43 
Southport - Tidewater,Weruva,168,$515.82 ,0,$0.00 ,($1.50),$514.32 ,$34.71 
Southport - Tidewater,West Paw,2,$30.98 ,0,$0.00 ,($1.00),$29.98 ,$2.02 
Southport - Tidewater,Wholistic Pet Organics,3,$63.97 ,0,$0.00 ,$0.00 ,$63.97 ,$4.31 
Southport - Tidewater,Wicks For Wags,5,$86.95 ,0,$0.00 ,($24.69),$62.26 ,$4.20 
Southport - Tidewater,Wild Meadow Farms,6,$87.94 ,0,$0.00 ,$0.00 ,$87.94 ,$5.93 
Southport - Tidewater,Winnie Lou,19,$273.81 ,0,$0.00 ,$0.00 ,$273.81 ,$18.48 
Southport - Tidewater,Woof,25,$403.76 ,0,$0.00 ,$0.00 ,$403.76 ,$27.25 
Southport - Tidewater,Yeowww,19,$165.31 ,0,$0.00 ,($8.99),$156.32 ,$10.55 
Southport - Tidewater,Yeti,22,$286.78 ,0,$0.00 ,($12.99),$273.79 ,$18.48 
Southport - Tidewater,Zenta,52,$77.48 ,0,$0.00 ,($0.45),$77.03 ,$5.18 
Southport - Tidewater,Zippy Paws,8,$82.92 ,0,$0.00 ,$0.00 ,$82.92 ,$5.60 
HQ,Austin & Kat,1,$64.99 ,0,$0.00 ,$0.00 ,$64.99 ,$4.71 
HQ,Baydog,1,$22.99 ,0,$0.00 ,($11.50),$11.49 ,$0.83 
HQ,Body Parts,120,$472.30 ,0,$0.00 ,($5.98),$466.32 ,$33.84 
HQ,BoxieCat,2,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,$0.00 
HQ,Butcher's Block,4,$159.96 ,0,$0.00 ,$0.00 ,$159.96 ,$11.60 
HQ,Dezi & Roo,3,$26.97 ,0,$0.00 ,$0.00 ,$26.97 ,$1.95 
HQ,Evanger'S,24,$35.76 ,0,$0.00 ,($17.88),$17.88 ,$1.30 
HQ,Fluff & Tuff,13,$220.87 ,0,$0.00 ,$0.00 ,$220.87 ,$16.00 
HQ,From The Field,10,$19.38 ,0,$0.00 ,$0.00 ,$19.38 ,$1.40 
HQ,Fromm,121,$385.91 ,0,$0.00 ,($192.96),$192.95 ,$13.99 
HQ,Happy Howie's,2,$5.98 ,0,$0.00 ,$0.00 ,$5.98 ,$0.43 
HQ,Himal Dog Treat,18,$17.82 ,0,$0.00 ,$0.00 ,$17.82 ,$1.29 
HQ,Icelandic+,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.18 
HQ,KOHA,72,$167.28 ,0,$0.00 ,($83.64),$83.64 ,$6.06 
HQ,Kennel Master,1,$12.99 ,0,$0.00 ,$0.00 ,$12.99 ,$0.94 
HQ,Lotus,24,$131.76 ,0,$0.00 ,($65.88),$65.88 ,$4.77 
HQ,Natures Logic,12,$39.48 ,0,$0.00 ,($19.74),$19.74 ,$1.43 
HQ,Pet Releaf,1,$29.99 ,0,$0.00 ,($15.00),$14.99 ,$1.09 
HQ,Petmate,1,$9.99 ,0,$0.00 ,$0.00 ,$9.99 ,$0.73 
HQ,QT Dog,6,$47.94 ,0,$0.00 ,$0.00 ,$47.94 ,$3.47 
HQ,Red Dingo,2,$29.98 ,0,$0.00 ,$0.00 ,$29.98 ,$2.18 
HQ,Service,9,$48.55 ,0,$0.00 ,$0.00 ,$48.55 ,$0.47 
